name,frequency,bench_type,num_cores,score
"","
3.2 GHz ",single_core,"
3.2 GHz ",3085
Intel Core i9-13900KF,"
3.0 GHz ",single_core,"
3.0 GHz ",2961
Intel Core i9-13900K,"
3.0 GHz ",single_core,"
3.0 GHz ",2948
AMD Ryzen 9 7950X,"
4.5 GHz ",single_core,"
4.5 GHz ",2890
AMD Ryzen 9 7950X3D,"
4.2 GHz ",single_core,"
4.2 GHz ",2872
AMD Ryzen 7 7700X,"
4.5 GHz ",single_core,"
4.5 GHz ",2867
AMD Ryzen 9 7900X,"
4.7 GHz ",single_core,"
4.7 GHz ",2866
AMD Ryzen 5 7600X,"
4.7 GHz ",single_core,"
4.7 GHz ",2813
Intel Core i7-13700K,"
3.4 GHz ",single_core,"
3.4 GHz ",2810
Intel Core i7-13700KF,"
3.4 GHz ",single_core,"
3.4 GHz ",2809
AMD Ryzen 9 7900,"
3.7 GHz ",single_core,"
3.7 GHz ",2795
AMD Ryzen 9 7900X3D,"
4.4 GHz ",single_core,"
4.4 GHz ",2791
AMD Ryzen 7 7700,"
3.8 GHz ",single_core,"
3.8 GHz ",2778
Intel Core i9-13900,"
2.0 GHz ",single_core,"
2.0 GHz ",2695
AMD Ryzen 7 7800X3D,"
4.2 GHz ",single_core,"
4.2 GHz ",2689
AMD Ryzen 9 7945HX,"
2.5 GHz ",single_core,"
2.5 GHz ",2687
AMD Ryzen 5 7600,"
3.8 GHz ",single_core,"
3.8 GHz ",2677
AMD Ryzen 9 7845HX,"
3.0 GHz ",single_core,"
3.0 GHz ",2662
Intel Core i9-12900KS,"
3.4 GHz ",single_core,"
3.4 GHz ",2659
Intel Core i5-13600K,"
3.5 GHz ",single_core,"
3.5 GHz ",2647
Intel Core i5-13600KF,"
3.5 GHz ",single_core,"
3.5 GHz ",2635
Intel Core i7-13700,"
2.1 GHz ",single_core,"
2.1 GHz ",2577
Intel Core i9-12900K,"
3.2 GHz ",single_core,"
3.2 GHz ",2560
Intel Core i9-12900KF,"
3.2 GHz ",single_core,"
3.2 GHz ",2509
Intel Core i7-12700K,"
3.6 GHz ",single_core,"
3.6 GHz ",2481
Intel Core i7-12700KF,"
3.6 GHz ",single_core,"
3.6 GHz ",2461
Intel Core i5-12600KF,"
3.7 GHz ",single_core,"
3.7 GHz ",2434
Intel Core i5-12600K,"
3.7 GHz ",single_core,"
3.7 GHz ",2398
Intel Core i5-13500,"
2.5 GHz ",single_core,"
2.5 GHz ",2382
Intel Core i5-12600,"
3.3 GHz ",single_core,"
3.3 GHz ",2377
Intel Core i9-12900,"
2.4 GHz ",single_core,"
2.4 GHz ",2370
Intel Core i5-13600,"
2.7 GHz ",single_core,"
2.7 GHz ",2369
Intel Core i7-12700F,"
2.1 GHz ",single_core,"
2.1 GHz ",2332
Intel Core i9-11900KF,"
3.5 GHz ",single_core,"
3.5 GHz ",2286
Intel Core i9-11900K,"
3.5 GHz ",single_core,"
3.5 GHz ",2284
Intel Core i9-11900F,"
2.5 GHz ",single_core,"
2.5 GHz ",2231
Intel Core i5-12500,"
3.0 GHz ",single_core,"
3.0 GHz ",2218
Intel Core i3-13100,"
3.4 GHz ",single_core,"
3.4 GHz ",2204
Intel Core i7-11700K,"
3.6 GHz ",single_core,"
3.6 GHz ",2183
Intel Core i5-12400F,"
2.5 GHz ",single_core,"
2.5 GHz ",2159
AMD Ryzen 9 5950X,"
3.4 GHz ",single_core,"
3.4 GHz ",2154
AMD Ryzen 9 5900X,"
3.7 GHz ",single_core,"
3.7 GHz ",2153
AMD Ryzen 7 5800X,"
3.8 GHz ",single_core,"
3.8 GHz ",2148
Intel Core i5-12400,"
2.5 GHz ",single_core,"
2.5 GHz ",2144
Intel Core i5-11600KF,"
3.9 GHz ",single_core,"
3.9 GHz ",2140
Intel Core i3-12100F,"
3.3 GHz ",single_core,"
3.3 GHz ",2140
Intel Core i5-11600K,"
3.9 GHz ",single_core,"
3.9 GHz ",2133
Intel Core i7-11700KF,"
3.6 GHz ",single_core,"
3.6 GHz ",2126
Intel Core i3-12100,"
3.3 GHz ",single_core,"
3.3 GHz ",2118
Intel Core i5-11600,"
2.8 GHz ",single_core,"
2.8 GHz ",2105
AMD Ryzen 7 5700X,"
3.4 GHz ",single_core,"
3.4 GHz ",2091
Intel Core i7-12700,"
2.1 GHz ",single_core,"
2.1 GHz ",2083
Intel Core i9-11900,"
2.5 GHz ",single_core,"
2.5 GHz ",2081
AMD Ryzen 7 5800X3D,"
3.4 GHz ",single_core,"
3.4 GHz ",2065
AMD Ryzen 5 5600X,"
3.7 GHz ",single_core,"
3.7 GHz ",2063
Intel Core i7-11700F,"
2.5 GHz ",single_core,"
2.5 GHz ",2057
AMD Ryzen 9 5900,"
3.0 GHz ",single_core,"
3.0 GHz ",2053
Intel Core i7-11700,"
2.5 GHz ",single_core,"
2.5 GHz ",2047
AMD Ryzen Threadripper PRO 5945WX,"
4.1 GHz ",single_core,"
4.1 GHz ",2042
AMD Ryzen Threadripper PRO 5965WX,"
3.8 GHz ",single_core,"
3.8 GHz ",2037
AMD Ryzen 7 5800,"
3.4 GHz ",single_core,"
3.4 GHz ",2024
Intel Core i9-11900T,"
1.5 GHz ",single_core,"
1.5 GHz ",2023
AMD Ryzen Threadripper PRO 5995WX,"
2.7 GHz ",single_core,"
2.7 GHz ",1995
AMD Ryzen Threadripper PRO 5975WX,"
3.6 GHz ",single_core,"
3.6 GHz ",1994
AMD Ryzen 5 5600,"
3.5 GHz ",single_core,"
3.5 GHz ",1993
Intel Core i5-11500,"
2.7 GHz ",single_core,"
2.7 GHz ",1976
AMD Ryzen 9 6900HX,"
3.3 GHz ",single_core,"
3.3 GHz ",1964
AMD Ryzen 7 5700G,"
3.8 GHz ",single_core,"
3.8 GHz ",1962
AMD Ryzen Threadripper PRO 5955WX,"
4.0 GHz ",single_core,"
4.0 GHz ",1951
Intel Core i5-11400F,"
2.6 GHz ",single_core,"
2.6 GHz ",1925
AMD Ryzen 7 PRO 5750G,"
3.8 GHz ",single_core,"
3.8 GHz ",1918
Intel Core i7-11800H,"
2.3 GHz ",single_core,"
2.3 GHz ",1907
Intel Core i5-11400,"
2.6 GHz ",single_core,"
2.6 GHz ",1891
AMD Ryzen 5 5600G,"
3.9 GHz ",single_core,"
3.9 GHz ",1891
Intel Core i7-1265U,"
1.8 GHz ",single_core,"
1.8 GHz ",1878
Intel Core i7-1195G7,"
2.9 GHz ",single_core,"
2.9 GHz ",1871
Intel Core i5-1235U,"
1.3 GHz ",single_core,"
1.3 GHz ",1855
AMD Ryzen 5 PRO 5650G,"
3.9 GHz ",single_core,"
3.9 GHz ",1853
Intel Core i3-1215U,"
1.2 GHz ",single_core,"
1.2 GHz ",1843
AMD Ryzen 9 6900HS,"
3.3 GHz ",single_core,"
3.3 GHz ",1833
AMD Ryzen 5 5500,"
3.6 GHz ",single_core,"
3.6 GHz ",1831
AMD Ryzen 7 6800H,"
3.2 GHz ",single_core,"
3.2 GHz ",1830
AMD Ryzen 9 5900HX,"
3.3 GHz ",single_core,"
3.3 GHz ",1828
Intel Core i5-11320H,"
3.2 GHz ",single_core,"
3.2 GHz ",1823
AMD Ryzen 7 6800HS,"
3.2 GHz ",single_core,"
3.2 GHz ",1815
Intel Core i5-11400H,"
2.7 GHz ",single_core,"
2.7 GHz ",1798
Intel Core i9-10900KF,"
3.7 GHz ",single_core,"
3.7 GHz ",1759
AMD Ryzen 7 3800XT,"
3.9 GHz ",single_core,"
3.9 GHz ",1757
AMD Ryzen 7 6800U,"
2.7 GHz ",single_core,"
2.7 GHz ",1752
Intel Core i7-1165G7,"
2.8 GHz ",single_core,"
2.8 GHz ",1735
Intel Core i7-11370H,"
3.3 GHz ",single_core,"
3.3 GHz ",1732
Intel Core i7-11375H,"
3.3 GHz ",single_core,"
3.3 GHz ",1731
Intel Core i9-10900K,"
3.7 GHz ",single_core,"
3.7 GHz ",1729
AMD Ryzen 7 5800H,"
3.2 GHz ",single_core,"
3.2 GHz ",1729
Intel Core i5-11260H,"
2.6 GHz ",single_core,"
2.6 GHz ",1728
Intel Core i9-9900KS,"
4.0 GHz ",single_core,"
4.0 GHz ",1714
Intel Core i5-11300H,"
3.1 GHz ",single_core,"
3.1 GHz ",1708
Intel Core i7-11700T,"
1.4 GHz ",single_core,"
1.4 GHz ",1707
AMD Ryzen 7 3800X,"
3.9 GHz ",single_core,"
3.9 GHz ",1699
Intel Core i9-10850K,"
3.6 GHz ",single_core,"
3.6 GHz ",1699
Intel Core i7-1185G7,"
3.0 GHz ",single_core,"
3.0 GHz ",1699
Intel Xeon W-1290P,"
3.7 GHz ",single_core,"
3.7 GHz ",1697
AMD Ryzen 9 3900XT,"
3.8 GHz ",single_core,"
3.8 GHz ",1691
AMD Ryzen 7 PRO 5850U,"
1.9 GHz ",single_core,"
1.9 GHz ",1691
AMD Ryzen 5 3600XT,"
3.8 GHz ",single_core,"
3.8 GHz ",1685
Intel Core i9-10900,"
2.8 GHz ",single_core,"
2.8 GHz ",1682
AMD Ryzen 9 3950X,"
3.5 GHz ",single_core,"
3.5 GHz ",1679
Intel Core i7-10700K,"
3.8 GHz ",single_core,"
3.8 GHz ",1678
Intel Core i5-1145G7,"
2.6 GHz ",single_core,"
2.6 GHz ",1676
AMD Ryzen 9 3900X,"
3.8 GHz ",single_core,"
3.8 GHz ",1672
Intel Core i5-11500T,"
1.5 GHz ",single_core,"
1.5 GHz ",1669
Intel Core i9-10900F,"
2.8 GHz ",single_core,"
2.8 GHz ",1665
AMD Ryzen Threadripper PRO 3975WX,"
3.5 GHz ",single_core,"
3.5 GHz ",1662
Intel Core i7-8086K,"
4.0 GHz ",single_core,"
4.0 GHz ",1660
Intel Core i9-9900KF,"
3.6 GHz ",single_core,"
3.6 GHz ",1651
AMD Ryzen Threadripper 3960X,"
3.8 GHz ",single_core,"
3.8 GHz ",1648
AMD Ryzen Threadripper PRO 3945WX,"
4.0 GHz ",single_core,"
4.0 GHz ",1638
Intel Core i9-9900K,"
3.6 GHz ",single_core,"
3.6 GHz ",1636
Intel Core i7-10700KF,"
3.8 GHz ",single_core,"
3.8 GHz ",1635
AMD Ryzen 3 5300G,"
4.0 GHz ",single_core,"
4.0 GHz ",1632
AMD Ryzen 7 3700X,"
3.6 GHz ",single_core,"
3.6 GHz ",1631
Intel Core i7-9700KF,"
3.6 GHz ",single_core,"
3.6 GHz ",1630
AMD Ryzen 5 5600U,"
2.3 GHz ",single_core,"
2.3 GHz ",1630
Intel Core i5-1230U,"
1.0 GHz ",single_core,"
1.0 GHz ",1630
Intel Core i5-10600KF,"
4.1 GHz ",single_core,"
4.1 GHz ",1627
Intel Core i7-9700K,"
3.6 GHz ",single_core,"
3.6 GHz ",1626
AMD Ryzen 3 3300X,"
3.8 GHz ",single_core,"
3.8 GHz ",1626
AMD Ryzen 5 5600H,"
3.3 GHz ",single_core,"
3.3 GHz ",1626
Intel Core i5-10600K,"
4.1 GHz ",single_core,"
4.1 GHz ",1625
AMD Ryzen Threadripper PRO 3955WX,"
3.9 GHz ",single_core,"
3.9 GHz ",1625
Intel Core i9-10910,"
3.6 GHz ",single_core,"
3.6 GHz ",1614
AMD Ryzen 7 5800U,"
1.9 GHz ",single_core,"
1.9 GHz ",1609
AMD Ryzen 5 3600X,"
3.8 GHz ",single_core,"
3.8 GHz ",1608
AMD Ryzen Threadripper 3970X,"
3.7 GHz ",single_core,"
3.7 GHz ",1606
AMD Ryzen 7 PRO 4750G,"
3.6 GHz ",single_core,"
3.6 GHz ",1605
AMD Ryzen 9 3900,"
3.1 GHz ",single_core,"
3.1 GHz ",1604
Intel Core i9-9900,"
3.1 GHz ",single_core,"
3.1 GHz ",1599
Intel Core i5-1135G7,"
2.4 GHz ",single_core,"
2.4 GHz ",1594
Intel Core i7-1250U,"
1.1 GHz ",single_core,"
1.1 GHz ",1594
AMD Ryzen Threadripper PRO 3995WX,"
2.7 GHz ",single_core,"
2.7 GHz ",1584
Intel Core i7-10700F,"
2.9 GHz ",single_core,"
2.9 GHz ",1576
Intel Core i5-9600K,"
3.7 GHz ",single_core,"
3.7 GHz ",1567
AMD Ryzen 5 3600,"
3.6 GHz ",single_core,"
3.6 GHz ",1567
Intel Core i9-10900X,"
3.7 GHz ",single_core,"
3.7 GHz ",1566
Intel Core i5-9600KF,"
3.7 GHz ",single_core,"
3.7 GHz ",1563
Intel Core i9-10920X,"
3.5 GHz ",single_core,"
3.5 GHz ",1557
Intel Core i5-10600,"
3.3 GHz ",single_core,"
3.3 GHz ",1557
Intel Xeon E-2136,"
3.3 GHz ",single_core,"
3.3 GHz ",1557
Intel Core i9-10980XE,"
3.0 GHz ",single_core,"
3.0 GHz ",1555
Intel Core i9-10885H,"
2.4 GHz ",single_core,"
2.4 GHz ",1549
Intel Core i7-8700K,"
3.7 GHz ",single_core,"
3.7 GHz ",1548
Intel Core i9-10940X,"
3.3 GHz ",single_core,"
3.3 GHz ",1548
Intel Core i7-8700B,"
3.2 GHz ",single_core,"
3.2 GHz ",1546
Intel Core i7-7700K,"
4.2 GHz ",single_core,"
4.2 GHz ",1542
Intel Core i9-7980XE,"
2.6 GHz ",single_core,"
2.6 GHz ",1540
AMD Ryzen 9 4900H,"
3.3 GHz ",single_core,"
3.3 GHz ",1539
Intel Core i3-1115G4,"
3.0 GHz ",single_core,"
3.0 GHz ",1536
Intel Core i7-7740X,"
4.3 GHz ",single_core,"
4.3 GHz ",1536
AMD Ryzen 5 3500X,"
3.6 GHz ",single_core,"
3.6 GHz ",1533
AMD Ryzen 5 PRO 4650G,"
3.7 GHz ",single_core,"
3.7 GHz ",1533
Intel Core i7-9700,"
3.0 GHz ",single_core,"
3.0 GHz ",1528
AMD Ryzen Threadripper 3990X,"
2.9 GHz ",single_core,"
2.9 GHz ",1511
Intel Core i7-9700F,"
3.0 GHz ",single_core,"
3.0 GHz ",1510
Intel Core i7-10700,"
2.9 GHz ",single_core,"
2.9 GHz ",1509
Intel Core i7-1068NG7,"
2.3 GHz ",single_core,"
2.3 GHz ",1507
Intel Core i7-8700,"
3.2 GHz ",single_core,"
3.2 GHz ",1501
Intel Core i5-10500,"
3.1 GHz ",single_core,"
3.1 GHz ",1491
Intel Core i5-8600K,"
3.6 GHz ",single_core,"
3.6 GHz ",1485
Intel Core i5-9600,"
3.1 GHz ",single_core,"
3.1 GHz ",1485
AMD Ryzen 5 3500,"
3.6 GHz ",single_core,"
3.6 GHz ",1472
Intel Core i7-10875H,"
2.3 GHz ",single_core,"
2.3 GHz ",1471
Intel Core i5-7600K,"
3.8 GHz ",single_core,"
3.8 GHz ",1470
Intel Xeon W-2295,"
3.0 GHz ",single_core,"
3.0 GHz ",1469
Intel Core i5-9500,"
3.0 GHz ",single_core,"
3.0 GHz ",1462
Intel Core i3-8350K,"
4.0 GHz ",single_core,"
4.0 GHz ",1461
Intel Core i9-9920X,"
3.5 GHz ",single_core,"
3.5 GHz ",1452
Intel Core i7-8569U,"
2.8 GHz ",single_core,"
2.8 GHz ",1449
AMD Ryzen 7 4800HS,"
2.9 GHz ",single_core,"
2.9 GHz ",1448
AMD Ryzen 3 3100,"
3.6 GHz ",single_core,"
3.6 GHz ",1446
Intel Core i7-6700K,"
4.0 GHz ",single_core,"
4.0 GHz ",1445
Intel Core i7-10870H,"
2.2 GHz ",single_core,"
2.2 GHz ",1438
Intel Xeon E-2146G,"
3.5 GHz ",single_core,"
3.5 GHz ",1438
AMD Ryzen 7 4800H,"
2.9 GHz ",single_core,"
2.9 GHz ",1437
AMD Ryzen 9 4900HS,"
3.0 GHz ",single_core,"
3.0 GHz ",1437
Intel Core i9-9900X,"
3.5 GHz ",single_core,"
3.5 GHz ",1431
Intel Core i7-10750H,"
2.6 GHz ",single_core,"
2.6 GHz ",1422
Intel Xeon W-3235,"
3.3 GHz ",single_core,"
3.3 GHz ",1418
Intel Core i9-7900X,"
3.3 GHz ",single_core,"
3.3 GHz ",1417
Intel Xeon W-3175X,"
3.1 GHz ",single_core,"
3.1 GHz ",1417
Intel Core i5-10400F,"
2.9 GHz ",single_core,"
2.9 GHz ",1417
Intel Xeon E-2276M,"
2.8 GHz ",single_core,"
2.8 GHz ",1415
Intel Core i3-10100F,"
3.6 GHz ",single_core,"
3.6 GHz ",1415
Intel Core i9-7960X,"
2.8 GHz ",single_core,"
2.8 GHz ",1409
Intel Core i3-1125G4,"
2.0 GHz ",single_core,"
2.0 GHz ",1404
Intel Core i3-10100,"
3.6 GHz ",single_core,"
3.6 GHz ",1402
Intel Core i7-10850H,"
2.7 GHz ",single_core,"
2.7 GHz ",1402
Intel Core i9-9980HK,"
2.4 GHz ",single_core,"
2.4 GHz ",1401
Intel Core i5-8600,"
3.1 GHz ",single_core,"
3.1 GHz ",1398
Intel Core i5-10400,"
2.9 GHz ",single_core,"
2.9 GHz ",1398
AMD Ryzen 7 4800U,"
1.8 GHz ",single_core,"
1.8 GHz ",1397
Intel Xeon W-3245,"
3.2 GHz ",single_core,"
3.2 GHz ",1396
Intel Xeon W-2145,"
3.7 GHz ",single_core,"
3.7 GHz ",1394
Intel Core i9-9980XE,"
3.0 GHz ",single_core,"
3.0 GHz ",1392
Intel Core i5-1038NG7,"
2.0 GHz ",single_core,"
2.0 GHz ",1389
Intel Core i9-9940X,"
3.3 GHz ",single_core,"
3.3 GHz ",1387
Intel Core i9-9960X,"
3.1 GHz ",single_core,"
3.1 GHz ",1387
Intel Core i5-6600K,"
3.5 GHz ",single_core,"
3.5 GHz ",1386
Intel Core i7-9800X,"
3.8 GHz ",single_core,"
3.8 GHz ",1385
Intel Xeon E-2176M,"
2.7 GHz ",single_core,"
2.7 GHz ",1383
Intel Xeon W-2135,"
3.7 GHz ",single_core,"
3.7 GHz ",1381
Intel Core i7-9850H,"
2.6 GHz ",single_core,"
2.6 GHz ",1380
Intel Xeon W-3223,"
3.5 GHz ",single_core,"
3.5 GHz ",1380
Intel Xeon W-2155,"
3.3 GHz ",single_core,"
3.3 GHz ",1376
Intel Core i7-7820X,"
3.6 GHz ",single_core,"
3.6 GHz ",1372
Intel Core i5-8500,"
3.0 GHz ",single_core,"
3.0 GHz ",1364
Intel Core i7-7700,"
3.6 GHz ",single_core,"
3.6 GHz ",1363
AMD Ryzen 7 4700U,"
2.0 GHz ",single_core,"
2.0 GHz ",1363
AMD Ryzen 7 5700U,"
1.8 GHz ",single_core,"
1.8 GHz ",1363
Intel Core i7-4790K,"
4.0 GHz ",single_core,"
4.0 GHz ",1362
AMD Ryzen 7 PRO 4750U,"
1.7 GHz ",single_core,"
1.7 GHz ",1358
Intel Core i7-1260U,"
1.1 GHz ",single_core,"
1.1 GHz ",1353
Intel Core i5-8500B,"
3.0 GHz ",single_core,"
3.0 GHz ",1350
Intel Core i7-5775C,"
3.3 GHz ",single_core,"
3.3 GHz ",1349
Intel Core i3-9100F,"
3.6 GHz ",single_core,"
3.6 GHz ",1349
AMD Ryzen 5 4600H,"
3.0 GHz ",single_core,"
3.0 GHz ",1349
Intel Core i5-9400F,"
2.9 GHz ",single_core,"
2.9 GHz ",1348
Intel Core i5-9400,"
2.9 GHz ",single_core,"
2.9 GHz ",1348
Intel Core i7-9700T,"
2.0 GHz ",single_core,"
2.0 GHz ",1346
Intel Core i5-10300H,"
2.5 GHz ",single_core,"
2.5 GHz ",1345
Intel Core i7-8809G,"
3.1 GHz ",single_core,"
3.1 GHz ",1341
Intel Core i5-7600,"
3.5 GHz ",single_core,"
3.5 GHz ",1338
AMD Ryzen 5 4600U,"
2.1 GHz ",single_core,"
2.1 GHz ",1337
Intel Core i9-8950HK,"
2.9 GHz ",single_core,"
2.9 GHz ",1336
Intel Core i9-7920X,"
2.9 GHz ",single_core,"
2.9 GHz ",1331
Intel Core i7-9750H,"
2.6 GHz ",single_core,"
2.6 GHz ",1331
Intel Core i9-9880H,"
2.3 GHz ",single_core,"
2.3 GHz ",1329
Intel Core i9-7940X,"
3.1 GHz ",single_core,"
3.1 GHz ",1326
Intel Core i7-1060NG7,"
1.2 GHz ",single_core,"
1.2 GHz ",1325
Intel Core i5-8400,"
2.8 GHz ",single_core,"
2.8 GHz ",1324
Intel Xeon W-2125,"
4.0 GHz ",single_core,"
4.0 GHz ",1322
Intel Core i7-7820HK,"
2.9 GHz ",single_core,"
2.9 GHz ",1318
AMD Ryzen 5 PRO 4650U,"
2.1 GHz ",single_core,"
2.1 GHz ",1318
Intel Core i7-7800X,"
3.5 GHz ",single_core,"
3.5 GHz ",1312
Intel Core i3-9100,"
3.6 GHz ",single_core,"
3.6 GHz ",1312
Intel Core i7-8559U,"
2.7 GHz ",single_core,"
2.7 GHz ",1311
AMD Ryzen 5 4600HS,"
3.0 GHz ",single_core,"
3.0 GHz ",1310
Intel Core i5-9300HF,"
2.4 GHz ",single_core,"
2.4 GHz ",1309
Intel Core i7-8700T,"
2.4 GHz ",single_core,"
2.4 GHz ",1304
Intel Xeon W-2150B,"
3.0 GHz ",single_core,"
3.0 GHz ",1300
Intel Xeon E3-1230 v6,"
3.5 GHz ",single_core,"
3.5 GHz ",1299
Intel Xeon W-2140B,"
3.2 GHz ",single_core,"
3.2 GHz ",1295
Intel Core i7-8850H,"
2.6 GHz ",single_core,"
2.6 GHz ",1295
AMD Ryzen 5 5500U,"
2.1 GHz ",single_core,"
2.1 GHz ",1295
Intel Core i7-7567U,"
3.5 GHz ",single_core,"
3.5 GHz ",1294
Intel Xeon E3-1245 v5,"
3.5 GHz ",single_core,"
3.5 GHz ",1293
Intel Xeon E3-1535M v6,"
3.1 GHz ",single_core,"
3.1 GHz ",1284
Intel Core i7-8750H,"
2.2 GHz ",single_core,"
2.2 GHz ",1281
Intel Xeon E3-1240 v5,"
3.5 GHz ",single_core,"
3.5 GHz ",1280
Intel Xeon E3-1270 v5,"
3.6 GHz ",single_core,"
3.6 GHz ",1279
Intel Xeon E3-1285L v4,"
3.4 GHz ",single_core,"
3.4 GHz ",1277
Intel Xeon E5-1660 v3,"
3.0 GHz ",single_core,"
3.0 GHz ",1276
Intel Core i7-5960X,"
3.0 GHz ",single_core,"
3.0 GHz ",1272
Intel Core i3-1005G1,"
1.2 GHz ",single_core,"
1.2 GHz ",1270
Intel Core i5-6600,"
3.3 GHz ",single_core,"
3.3 GHz ",1269
Intel Xeon E3-1545M v5,"
2.9 GHz ",single_core,"
2.9 GHz ",1269
Intel Core i7-6700,"
3.4 GHz ",single_core,"
3.4 GHz ",1261
Intel Core i7-6950X,"
3.0 GHz ",single_core,"
3.0 GHz ",1261
Intel Core i5-4690K,"
3.5 GHz ",single_core,"
3.5 GHz ",1258
Intel Core i3-10100T,"
3.0 GHz ",single_core,"
3.0 GHz ",1257
Intel Core i5-7500,"
3.4 GHz ",single_core,"
3.4 GHz ",1256
Intel Core i7-10510U,"
1.8 GHz ",single_core,"
1.8 GHz ",1255
AMD Ryzen Threadripper 2920X,"
3.5 GHz ",single_core,"
3.5 GHz ",1254
Intel Core i7-7920HQ,"
3.1 GHz ",single_core,"
3.1 GHz ",1250
Intel Core i5-8257U,"
1.4 GHz ",single_core,"
1.4 GHz ",1250
AMD Ryzen 3 4300U,"
2.7 GHz ",single_core,"
2.7 GHz ",1246
Intel Core i5-8300H,"
2.3 GHz ",single_core,"
2.3 GHz ",1244
Intel Core i7-6900K,"
3.2 GHz ",single_core,"
3.2 GHz ",1243
AMD Ryzen Threadripper 2950X,"
3.5 GHz ",single_core,"
3.5 GHz ",1243
Intel Xeon E3-1505M v6,"
3.0 GHz ",single_core,"
3.0 GHz ",1241
Intel Core i5-8400H,"
2.5 GHz ",single_core,"
2.5 GHz ",1241
Intel Core i5-4670K,"
3.4 GHz ",single_core,"
3.4 GHz ",1240
Intel Core i7-4770K,"
3.5 GHz ",single_core,"
3.5 GHz ",1239
Intel Core i5-9300H,"
2.4 GHz ",single_core,"
2.4 GHz ",1239
AMD Ryzen 7 2700X,"
3.7 GHz ",single_core,"
3.7 GHz ",1233
Intel Core i7-6850K,"
3.6 GHz ",single_core,"
3.6 GHz ",1227
Intel Core i5-9500T,"
2.2 GHz ",single_core,"
2.2 GHz ",1227
Intel Core i3-6320,"
3.9 GHz ",single_core,"
3.9 GHz ",1226
AMD Ryzen 3 5300U,"
2.6 GHz ",single_core,"
2.6 GHz ",1224
Intel Core i3-4370,"
3.8 GHz ",single_core,"
3.8 GHz ",1223
Intel Xeon W-2133,"
3.6 GHz ",single_core,"
3.6 GHz ",1218
Intel Core i3-8100B,"
3.6 GHz ",single_core,"
3.6 GHz ",1218
Intel Xeon W-3275M,"
2.5 GHz ",single_core,"
2.5 GHz ",1217
Intel Core i3-8100,"
3.6 GHz ",single_core,"
3.6 GHz ",1213
AMD Ryzen 5 2600X,"
3.6 GHz ",single_core,"
3.6 GHz ",1213
Intel Core i7-8705G,"
3.1 GHz ",single_core,"
3.1 GHz ",1212
Intel Core i5-8259U,"
2.3 GHz ",single_core,"
2.3 GHz ",1211
Intel Xeon E3-1240 v6,"
3.7 GHz ",single_core,"
3.7 GHz ",1208
Intel Xeon Gold 6154,"
3.0 GHz ",single_core,"
3.0 GHz ",1207
Intel Xeon E3-1271 v3,"
3.6 GHz ",single_core,"
3.6 GHz ",1206
Intel Xeon E3-1276 v3,"
3.6 GHz ",single_core,"
3.6 GHz ",1206
Intel Core i3-7100,"
3.9 GHz ",single_core,"
3.9 GHz ",1205
AMD Ryzen Threadripper 2970WX,"
3.0 GHz ",single_core,"
3.0 GHz ",1204
Intel Core i7-6800K,"
3.4 GHz ",single_core,"
3.4 GHz ",1198
Intel Xeon E3-1230 v5,"
3.4 GHz ",single_core,"
3.4 GHz ",1197
Intel Xeon E3-1225 v6,"
3.3 GHz ",single_core,"
3.3 GHz ",1197
Intel Xeon Gold 6128,"
3.4 GHz ",single_core,"
3.4 GHz ",1194
Intel Core i7-4940MX,"
3.1 GHz ",single_core,"
3.1 GHz ",1192
Intel Core i3-9100T,"
3.1 GHz ",single_core,"
3.1 GHz ",1191
Intel Core i7-4790,"
3.6 GHz ",single_core,"
3.6 GHz ",1190
Intel Core i5-8279U,"
2.4 GHz ",single_core,"
2.4 GHz ",1189
Intel Xeon E3-1220 v5,"
3.0 GHz ",single_core,"
3.0 GHz ",1187
Intel Core i5-5675R,"
3.1 GHz ",single_core,"
3.1 GHz ",1187
AMD Ryzen Threadripper 2990WX,"
3.0 GHz ",single_core,"
3.0 GHz ",1183
Intel Xeon E3-1246 v3,"
3.5 GHz ",single_core,"
3.5 GHz ",1182
AMD Ryzen Threadripper 1950X,"
3.4 GHz ",single_core,"
3.4 GHz ",1176
Intel Xeon W-2123,"
3.6 GHz ",single_core,"
3.6 GHz ",1176
Intel Core i5-7600T,"
2.8 GHz ",single_core,"
2.8 GHz ",1175
Intel Core i3-6100,"
3.7 GHz ",single_core,"
3.7 GHz ",1171
Intel Core i5-7440HQ,"
2.8 GHz ",single_core,"
2.8 GHz ",1171
Intel Core i7-6700T,"
2.8 GHz ",single_core,"
2.8 GHz ",1170
Intel Core i7-4771,"
3.5 GHz ",single_core,"
3.5 GHz ",1169
Intel Xeon E3-1535M v5,"
2.9 GHz ",single_core,"
2.9 GHz ",1169
Intel Xeon E3-1245 v3,"
3.4 GHz ",single_core,"
3.4 GHz ",1168
Intel Xeon E5-1630 v4,"
3.7 GHz ",single_core,"
3.7 GHz ",1168
Intel Core i7-4790S,"
3.2 GHz ",single_core,"
3.2 GHz ",1167
Intel Xeon E3-1225 v5,"
3.3 GHz ",single_core,"
3.3 GHz ",1167
Intel Xeon E3-1270 v3,"
3.5 GHz ",single_core,"
3.5 GHz ",1166
AMD Ryzen 3 2300X,"
3.5 GHz ",single_core,"
3.5 GHz ",1165
Intel Xeon E5-1650 v3,"
3.5 GHz ",single_core,"
3.5 GHz ",1164
